participantId,angle,response,feedback,trial,correct,phase
2E85E72AD65E4833B0AA4DB58AA2D9BC,42.png,1,1,8,1,practice
2E85E72AD65E4833B0AA4DB58AA2D9BC,56.png,0,0,9,1,practice
2E85E72AD65E4833B0AA4DB58AA2D9BC,56.png,0,0,10,1,practice
2E85E72AD65E4833B0AA4DB58AA2D9BC,42.png,1,1,11,1,practice
2E85E72AD65E4833B0AA4DB58AA2D9BC,42.png,1,1,12,1,practice
2E85E72AD65E4833B0AA4DB58AA2D9BC,56.png,0,0,13,1,practice
2E85E72AD65E4833B0AA4DB58AA2D9BC,42.png,0,1,14,0,practice
2E85E72AD65E4833B0AA4DB58AA2D9BC,42.png,1,0,15,0,practice
2E85E72AD65E4833B0AA4DB58AA2D9BC,56.png,1,0,16,0,practice
2E85E72AD65E4833B0AA4DB58AA2D9BC,56.png,0,0,17,1,practice
2E85E72AD65E4833B0AA4DB58AA2D9BC,42.png,0,1,18,0,practice
2E85E72AD65E4833B0AA4DB58AA2D9BC,56.png,1,0,19,0,practice
2E85E72AD65E4833B0AA4DB58AA2D9BC,42.png,0,0,20,1,practice
2E85E72AD65E4833B0AA4DB58AA2D9BC,56.png,0,0,21,1,practice
2E85E72AD65E4833B0AA4DB58AA2D9BC,56.png,0,0,22,1,practice
2E85E72AD65E4833B0AA4DB58AA2D9BC,42.png,1,1,23,1,practice
2E85E72AD65E4833B0AA4DB58AA2D9BC,42.png,1,1,24,1,practice
2E85E72AD65E4833B0AA4DB58AA2D9BC,49.png,NA,NA,25,NA,test
2E85E72AD65E4833B0AA4DB58AA2D9BC,49.png,0,NA,26,NA,test
2E85E72AD65E4833B0AA4DB58AA2D9BC,35.png,1,NA,27,NA,test
2E85E72AD65E4833B0AA4DB58AA2D9BC,35.png,1,NA,28,NA,test
2E85E72AD65E4833B0AA4DB58AA2D9BC,21.png,1,NA,29,NA,test
2E85E72AD65E4833B0AA4DB58AA2D9BC,21.png,1,NA,30,NA,test
2E85E72AD65E4833B0AA4DB58AA2D9BC,7.png,0,NA,31,NA,test
2E85E72AD65E4833B0AA4DB58AA2D9BC,7.png,0,NA,32,NA,test
2E85E72AD65E4833B0AA4DB58AA2D9BC,56.png,0,NA,33,NA,test
2E85E72AD65E4833B0AA4DB58AA2D9BC,56.png,0,NA,34,NA,test
2E85E72AD65E4833B0AA4DB58AA2D9BC,77.png,0,NA,35,NA,test
2E85E72AD65E4833B0AA4DB58AA2D9BC,77.png,0,NA,36,NA,test
2E85E72AD65E4833B0AA4DB58AA2D9BC,84.png,0,NA,37,NA,test
2E85E72AD65E4833B0AA4DB58AA2D9BC,84.png,1,NA,38,NA,test
2E85E72AD65E4833B0AA4DB58AA2D9BC,70.png,1,NA,39,NA,test
2E85E72AD65E4833B0AA4DB58AA2D9BC,70.png,1,NA,40,NA,test
2E85E72AD65E4833B0AA4DB58AA2D9BC,63.png,1,NA,41,NA,test
2E85E72AD65E4833B0AA4DB58AA2D9BC,63.png,1,NA,42,NA,test
2E85E72AD65E4833B0AA4DB58AA2D9BC,28.png,0,NA,43,NA,test
2E85E72AD65E4833B0AA4DB58AA2D9BC,28.png,0,NA,44,NA,test
2E85E72AD65E4833B0AA4DB58AA2D9BC,14.png,0,NA,45,NA,test
2E85E72AD65E4833B0AA4DB58AA2D9BC,14.png,0,NA,46,NA,test
2E85E72AD65E4833B0AA4DB58AA2D9BC,42.png,0,NA,47,NA,test
2E85E72AD65E4833B0AA4DB58AA2D9BC,42.png,0,NA,48,NA,test
2F65AF9825E54B6F94EE7A4AE970902F,56.png,NA,0,1,NA,practice
2F65AF9825E54B6F94EE7A4AE970902F,42.png,NA,1,2,NA,practice
2F65AF9825E54B6F94EE7A4AE970902F,56.png,1,0,3,0,practice
2F65AF9825E54B6F94EE7A4AE970902F,42.png,1,0,4,0,practice
2F65AF9825E54B6F94EE7A4AE970902F,42.png,1,1,5,1,practice
2F65AF9825E54B6F94EE7A4AE970902F,56.png,1,0,6,0,practice
2F65AF9825E54B6F94EE7A4AE970902F,42.png,1,1,7,1,practice
2F65AF9825E54B6F94EE7A4AE970902F,56.png,1,0,8,0,practice
2F65AF9825E54B6F94EE7A4AE970902F,42.png,1,1,9,1,practice
2F65AF9825E54B6F94EE7A4AE970902F,56.png,1,0,10,0,practice
2F65AF9825E54B6F94EE7A4AE970902F,42.png,1,0,11,0,practice
2F65AF9825E54B6F94EE7A4AE970902F,56.png,1,0,12,0,practice
2F65AF9825E54B6F94EE7A4AE970902F,42.png,1,1,13,1,practice
2F65AF9825E54B6F94EE7A4AE970902F,56.png,1,0,14,0,practice
2F65AF9825E54B6F94EE7A4AE970902F,56.png,1,0,15,0,practice
2F65AF9825E54B6F94EE7A4AE970902F,42.png,1,1,16,1,practice
2F65AF9825E54B6F94EE7A4AE970902F,56.png,0,0,17,1,practice
2F65AF9825E54B6F94EE7A4AE970902F,42.png,0,1,18,0,practice
2F65AF9825E54B6F94EE7A4AE970902F,56.png,1,0,19,0,practice
2F65AF9825E54B6F94EE7A4AE970902F,56.png,1,0,20,0,practice
2F65AF9825E54B6F94EE7A4AE970902F,42.png,1,1,21,1,practice
2F65AF9825E54B6F94EE7A4AE970902F,42.png,0,0,22,1,practice
2F65AF9825E54B6F94EE7A4AE970902F,56.png,0,0,23,1,practice
2F65AF9825E54B6F94EE7A4AE970902F,42.png,1,1,24,1,practice
2F65AF9825E54B6F94EE7A4AE970902F,14.png,1,NA,25,NA,test
2F65AF9825E54B6F94EE7A4AE970902F,14.png,1,NA,26,NA,test
2F65AF9825E54B6F94EE7A4AE970902F,70.png,0,NA,27,NA,test
2F65AF9825E54B6F94EE7A4AE970902F,70.png,1,NA,28,NA,test
2F65AF9825E54B6F94EE7A4AE970902F,7.png,1,NA,29,NA,test
2F65AF9825E54B6F94EE7A4AE970902F,7.png,1,NA,30,NA,test
2F65AF9825E54B6F94EE7A4AE970902F,35.png,1,NA,31,NA,test
2F65AF9825E54B6F94EE7A4AE970902F,35.png,0,NA,32,NA,test
2F65AF9825E54B6F94EE7A4AE970902F,77.png,1,NA,33,NA,test
2F65AF9825E54B6F94EE7A4AE970902F,77.png,0,NA,34,NA,test
2F65AF9825E54B6F94EE7A4AE970902F,56.png,1,NA,35,NA,test
2F65AF9825E54B6F94EE7A4AE970902F,56.png,1,NA,36,NA,test
2F65AF9825E54B6F94EE7A4AE970902F,49.png,1,NA,37,NA,test
2F65AF9825E54B6F94EE7A4AE970902F,49.png,0,NA,38,NA,test
2F65AF9825E54B6F94EE7A4AE970902F,21.png,1,NA,39,NA,test
2F65AF9825E54B6F94EE7A4AE970902F,21.png,0,NA,40,NA,test
2F65AF9825E54B6F94EE7A4AE970902F,28.png,1,NA,41,NA,test
2F65AF9825E54B6F94EE7A4AE970902F,28.png,1,NA,42,NA,test
2F65AF9825E54B6F94EE7A4AE970902F,42.png,0,NA,43,NA,test
2F65AF9825E54B6F94EE7A4AE970902F,42.png,1,NA,44,NA,test
2F65AF9825E54B6F94EE7A4AE970902F,63.png,1,NA,45,NA,test
2F65AF9825E54B6F94EE7A4AE970902F,63.png,0,NA,46,NA,test
2F65AF9825E54B6F94EE7A4AE970902F,84.png,1,NA,47,NA,test
2F65AF9825E54B6F94EE7A4AE970902F,84.png,1,NA,48,NA,test
3400CE934CB64E398E1337F02C72875C,56.png,0,0,1,1,practice
3400CE934CB64E398E1337F02C72875C,42.png,1,1,2,1,practice
3400CE934CB64E398E1337F02C72875C,42.png,1,0,3,0,practice
3400CE934CB64E398E1337F02C72875C,56.png,1,0,4,0,practice
3400CE934CB64E398E1337F02C72875C,42.png,0,1,5,0,practice
3400CE934CB64E398E1337F02C72875C,56.png,1,0,6,0,practice
3400CE934CB64E398E1337F02C72875C,56.png,1,0,7,0,practice
3400CE934CB64E398E1337F02C72875C,42.png,1,1,8,1,practice
3400CE934CB64E398E1337F02C72875C,42.png,1,1,9,1,practice
3400CE934CB64E398E1337F02C72875C,56.png,0,0,10,1,practice
3400CE934CB64E398E1337F02C72875C,42.png,1,1,11,1,practice
3400CE934CB64E398E1337F02C72875C,42.png,1,0,12,0,practice
3400CE934CB64E398E1337F02C72875C,56.png,0,0,13,1,practice
3400CE934CB64E398E1337F02C72875C,42.png,1,1,14,1,practice
3400CE934CB64E398E1337F02C72875C,56.png,0,0,15,1,practice
3400CE934CB64E398E1337F02C72875C,56.png,0,0,16,1,practice
3400CE934CB64E398E1337F02C72875C,56.png,0,0,17,1,practice
3400CE934CB64E398E1337F02C72875C,42.png,1,1,18,1,practice
3400CE934CB64E398E1337F02C72875C,56.png,0,0,19,1,practice
3400CE934CB64E398E1337F02C72875C,42.png,1,0,20,0,practice
3400CE934CB64E398E1337F02C72875C,42.png,1,1,21,1,practice
3400CE934CB64E398E1337F02C72875C,56.png,0,0,22,1,practice
3400CE934CB64E398E1337F02C72875C,42.png,1,1,23,1,practice
3400CE934CB64E398E1337F02C72875C,56.png,0,0,24,1,practice
3400CE934CB64E398E1337F02C72875C,14.png,0,NA,25,NA,test
3400CE934CB64E398E1337F02C72875C,14.png,0,NA,26,NA,test
3400CE934CB64E398E1337F02C72875C,21.png,0,NA,27,NA,test
3400CE934CB64E398E1337F02C72875C,21.png,0,NA,28,NA,test
3400CE934CB64E398E1337F02C72875C,7.png,0,NA,29,NA,test
3400CE934CB64E398E1337F02C72875C,7.png,1,NA,30,NA,test
3400CE934CB64E398E1337F02C72875C,49.png,1,NA,31,NA,test
3400CE934CB64E398E1337F02C72875C,49.png,1,NA,32,NA,test
3400CE934CB64E398E1337F02C72875C,84.png,0,NA,33,NA,test
3400CE934CB64E398E1337F02C72875C,84.png,0,NA,34,NA,test
3400CE934CB64E398E1337F02C72875C,56.png,1,NA,35,NA,test
3400CE934CB64E398E1337F02C72875C,56.png,1,NA,36,NA,test
3400CE934CB64E398E1337F02C72875C,35.png,1,NA,37,NA,test
3400CE934CB64E398E1337F02C72875C,35.png,1,NA,38,NA,test
3400CE934CB64E398E1337F02C72875C,42.png,1,NA,39,NA,test
3400CE934CB64E398E1337F02C72875C,42.png,1,NA,40,NA,test
3400CE934CB64E398E1337F02C72875C,63.png,0,NA,41,NA,test
3400CE934CB64E398E1337F02C72875C,63.png,0,NA,42,NA,test
3400CE934CB64E398E1337F02C72875C,77.png,0,NA,43,NA,test
3400CE934CB64E398E1337F02C72875C,77.png,0,NA,44,NA,test
3400CE934CB64E398E1337F02C72875C,28.png,1,NA,45,NA,test
3400CE934CB64E398E1337F02C72875C,28.png,0,NA,46,NA,test
3400CE934CB64E398E1337F02C72875C,70.png,0,NA,47,NA,test
3400CE934CB64E398E1337F02C72875C,70.png,0,NA,48,NA,test
3765DE826DE6446F867FF77A69F2AB4D,56.png,0,0,1,1,practice
3765DE826DE6446F867FF77A69F2AB4D,42.png,0,1,2,0,practice
3765DE826DE6446F867FF77A69F2AB4D,42.png,1,1,3,1,practice
3765DE826DE6446F867FF77A69F2AB4D,56.png,1,0,4,0,practice
3765DE826DE6446F867FF77A69F2AB4D,42.png,1,0,5,0,practice
3765DE826DE6446F867FF77A69F2AB4D,56.png,0,0,6,1,practice
3765DE826DE6446F867FF77A69F2AB4D,42.png,1,1,7,1,practice
3765DE826DE6446F867FF77A69F2AB4D,56.png,1,0,8,0,practice
3765DE826DE6446F867FF77A69F2AB4D,56.png,0,0,9,1,practice
3765DE826DE6446F867FF77A69F2AB4D,56.png,0,0,10,1,practice
3765DE826DE6446F867FF77A69F2AB4D,42.png,0,1,11,0,practice
3765DE826DE6446F867FF77A69F2AB4D,42.png,1,1,12,1,practice
3765DE826DE6446F867FF77A69F2AB4D,56.png,0,0,13,1,practice
3765DE826DE6446F867FF77A69F2AB4D,42.png,0,0,14,1,practice
3765DE826DE6446F867FF77A69F2AB4D,42.png,0,1,15,0,practice
3765DE826DE6446F867FF77A69F2AB4D,56.png,1,0,16,0,practice
3765DE826DE6446F867FF77A69F2AB4D,42.png,0,1,17,0,practice
3765DE826DE6446F867FF77A69F2AB4D,56.png,0,0,18,1,practice
3765DE826DE6446F867FF77A69F2AB4D,56.png,0,0,19,1,practice
3765DE826DE6446F867FF77A69F2AB4D,42.png,1,0,20,0,practice
3765DE826DE6446F867FF77A69F2AB4D,42.png,1,1,21,1,practice
3765DE826DE6446F867FF77A69F2AB4D,56.png,0,0,22,1,practice
3765DE826DE6446F867FF77A69F2AB4D,56.png,0,0,23,1,practice
3765DE826DE6446F867FF77A69F2AB4D,42.png,0,1,24,0,practice
3765DE826DE6446F867FF77A69F2AB4D,7.png,0,NA,25,NA,test
3765DE826DE6446F867FF77A69F2AB4D,7.png,0,NA,26,NA,test
3765DE826DE6446F867FF77A69F2AB4D,21.png,1,NA,27,NA,test
3765DE826DE6446F867FF77A69F2AB4D,21.png,0,NA,28,NA,test
3765DE826DE6446F867FF77A69F2AB4D,84.png,0,NA,29,NA,test
3765DE826DE6446F867FF77A69F2AB4D,84.png,1,NA,30,NA,test
3765DE826DE6446F867FF77A69F2AB4D,14.png,0,NA,31,NA,test
3765DE826DE6446F867FF77A69F2AB4D,14.png,0,NA,32,NA,test
3765DE826DE6446F867FF77A69F2AB4D,28.png,1,NA,33,NA,test
3765DE826DE6446F867FF77A69F2AB4D,28.png,0,NA,34,NA,test
3765DE826DE6446F867FF77A69F2AB4D,49.png,1,NA,35,NA,test
3765DE826DE6446F867FF77A69F2AB4D,49.png,0,NA,36,NA,test
3765DE826DE6446F867FF77A69F2AB4D,35.png,1,NA,37,NA,test
3765DE826DE6446F867FF77A69F2AB4D,35.png,0,NA,38,NA,test
3765DE826DE6446F867FF77A69F2AB4D,70.png,0,NA,39,NA,test
3765DE826DE6446F867FF77A69F2AB4D,70.png,0,NA,40,NA,test
3765DE826DE6446F867FF77A69F2AB4D,63.png,1,NA,41,NA,test
3765DE826DE6446F867FF77A69F2AB4D,63.png,0,NA,42,NA,test
3765DE826DE6446F867FF77A69F2AB4D,77.png,0,NA,43,NA,test
3765DE826DE6446F867FF77A69F2AB4D,77.png,1,NA,44,NA,test
3765DE826DE6446F867FF77A69F2AB4D,56.png,0,NA,45,NA,test
3765DE826DE6446F867FF77A69F2AB4D,56.png,1,NA,46,NA,test
3765DE826DE6446F867FF77A69F2AB4D,42.png,0,NA,47,NA,test
3765DE826DE6446F867FF77A69F2AB4D,42.png,1,NA,48,NA,test
3B7C154E57534AB58525C230625B86E9,56.png,1,0,1,0,practice
3B7C154E57534AB58525C230625B86E9,42.png,0,1,2,0,practice
3B7C154E57534AB58525C230625B86E9,42.png,0,1,3,0,practice
3B7C154E57534AB58525C230625B86E9,56.png,0,0,4,1,practice
3B7C154E57534AB58525C230625B86E9,56.png,0,0,5,1,practice
3B7C154E57534AB58525C230625B86E9,42.png,1,0,6,0,practice
3B7C154E57534AB58525C230625B86E9,42.png,0,1,7,0,practice
3B7C154E57534AB58525C230625B86E9,56.png,1,0,8,0,practice
3B7C154E57534AB58525C230625B86E9,42.png,0,1,9,0,practice
3B7C154E57534AB58525C230625B86E9,42.png,0,1,10,0,practice
3B7C154E57534AB58525C230625B86E9,56.png,0,0,11,1,practice
3B7C154E57534AB58525C230625B86E9,42.png,1,0,12,0,practice
3B7C154E57534AB58525C230625B86E9,56.png,0,0,13,1,practice
3B7C154E57534AB58525C230625B86E9,42.png,0,1,14,0,practice
3B7C154E57534AB58525C230625B86E9,56.png,1,0,15,0,practice
3B7C154E57534AB58525C230625B86E9,56.png,0,0,16,1,practice
3B7C154E57534AB58525C230625B86E9,42.png,0,1,17,0,practice
3B7C154E57534AB58525C230625B86E9,56.png,1,0,18,0,practice
3B7C154E57534AB58525C230625B86E9,42.png,0,1,19,0,practice
3B7C154E57534AB58525C230625B86E9,42.png,0,1,20,0,practice
3B7C154E57534AB58525C230625B86E9,56.png,1,0,21,0,practice
3B7C154E57534AB58525C230625B86E9,42.png,0,0,22,1,practice
3B7C154E57534AB58525C230625B86E9,56.png,0,0,23,1,practice
3B7C154E57534AB58525C230625B86E9,56.png,1,0,24,0,practice
3B7C154E57534AB58525C230625B86E9,35.png,1,NA,25,NA,test
3B7C154E57534AB58525C230625B86E9,35.png,1,NA,26,NA,test
3B7C154E57534AB58525C230625B86E9,42.png,0,NA,27,NA,test
3B7C154E57534AB58525C230625B86E9,42.png,0,NA,28,NA,test
3B7C154E57534AB58525C230625B86E9,63.png,0,NA,29,NA,test
3B7C154E57534AB58525C230625B86E9,63.png,1,NA,30,NA,test
3B7C154E57534AB58525C230625B86E9,7.png,1,NA,31,NA,test
3B7C154E57534AB58525C230625B86E9,7.png,1,NA,32,NA,test
3B7C154E57534AB58525C230625B86E9,21.png,0,NA,33,NA,test
3B7C154E57534AB58525C230625B86E9,21.png,1,NA,34,NA,test
3B7C154E57534AB58525C230625B86E9,28.png,0,NA,35,NA,test
3B7C154E57534AB58525C230625B86E9,28.png,0,NA,36,NA,test
3B7C154E57534AB58525C230625B86E9,49.png,0,NA,37,NA,test
3B7C154E57534AB58525C230625B86E9,49.png,1,NA,38,NA,test
3B7C154E57534AB58525C230625B86E9,56.png,0,NA,39,NA,test
3B7C154E57534AB58525C230625B86E9,56.png,0,NA,40,NA,test
3B7C154E57534AB58525C230625B86E9,14.png,0,NA,41,NA,test
3B7C154E57534AB58525C230625B86E9,14.png,1,NA,42,NA,test
3B7C154E57534AB58525C230625B86E9,77.png,0,NA,43,NA,test
3B7C154E57534AB58525C230625B86E9,77.png,0,NA,44,NA,test
3B7C154E57534AB58525C230625B86E9,70.png,0,NA,45,NA,test
3B7C154E57534AB58525C230625B86E9,70.png,1,NA,46,NA,test
3B7C154E57534AB58525C230625B86E9,84.png,0,NA,47,NA,test
3B7C154E57534AB58525C230625B86E9,84.png,0,NA,48,NA,test
40A9208348F74F44ABEDEC91BE663C82,42.png,1,1,1,1,practice
40A9208348F74F44ABEDEC91BE663C82,56.png,1,0,2,0,practice
40A9208348F74F44ABEDEC91BE663C82,56.png,1,0,3,0,practice
40A9208348F74F44ABEDEC91BE663C82,42.png,0,1,4,0,practice
40A9208348F74F44ABEDEC91BE663C82,42.png,1,1,5,1,practice
40A9208348F74F44ABEDEC91BE663C82,56.png,0,0,6,1,practice
40A9208348F74F44ABEDEC91BE663C82,56.png,0,0,7,1,practice
40A9208348F74F44ABEDEC91BE663C82,42.png,1,0,8,0,practice
40A9208348F74F44ABEDEC91BE663C82,56.png,1,0,9,0,practice
40A9208348F74F44ABEDEC91BE663C82,42.png,0,1,10,0,practice
40A9208348F74F44ABEDEC91BE663C82,56.png,1,0,11,0,practice
40A9208348F74F44ABEDEC91BE663C82,42.png,1,0,12,0,practice
40A9208348F74F44ABEDEC91BE663C82,42.png,0,1,13,0,practice
40A9208348F74F44ABEDEC91BE663C82,56.png,0,0,14,1,practice
40A9208348F74F44ABEDEC91BE663C82,56.png,0,0,15,1,practice
40A9208348F74F44ABEDEC91BE663C82,42.png,0,1,16,0,practice
40A9208348F74F44ABEDEC91BE663C82,42.png,0,1,17,0,practice
40A9208348F74F44ABEDEC91BE663C82,56.png,0,0,18,1,practice
40A9208348F74F44ABEDEC91BE663C82,56.png,0,0,19,1,practice
40A9208348F74F44ABEDEC91BE663C82,42.png,0,1,20,0,practice
40A9208348F74F44ABEDEC91BE663C82,42.png,1,0,21,0,practice
40A9208348F74F44ABEDEC91BE663C82,56.png,0,0,22,1,practice
40A9208348F74F44ABEDEC91BE663C82,56.png,0,0,23,1,practice
40A9208348F74F44ABEDEC91BE663C82,42.png,0,1,24,0,practice
40A9208348F74F44ABEDEC91BE663C82,42.png,1,NA,25,NA,test
40A9208348F74F44ABEDEC91BE663C82,42.png,1,NA,26,NA,test
40A9208348F74F44ABEDEC91BE663C82,21.png,0,NA,27,NA,test
40A9208348F74F44ABEDEC91BE663C82,21.png,0,NA,28,NA,test
40A9208348F74F44ABEDEC91BE663C82,28.png,1,NA,29,NA,test
40A9208348F74F44ABEDEC91BE663C82,28.png,0,NA,30,NA,test
40A9208348F74F44ABEDEC91BE663C82,14.png,0,NA,31,NA,test
40A9208348F74F44ABEDEC91BE663C82,14.png,0,NA,32,NA,test
40A9208348F74F44ABEDEC91BE663C82,56.png,1,NA,33,NA,test
40A9208348F74F44ABEDEC91BE663C82,56.png,1,NA,34,NA,test
40A9208348F74F44ABEDEC91BE663C82,49.png,1,NA,35,NA,test
40A9208348F74F44ABEDEC91BE663C82,49.png,0,NA,36,NA,test
40A9208348F74F44ABEDEC91BE663C82,70.png,1,NA,37,NA,test
40A9208348F74F44ABEDEC91BE663C82,70.png,1,NA,38,NA,test
40A9208348F74F44ABEDEC91BE663C82,7.png,0,NA,39,NA,test
40A9208348F74F44ABEDEC91BE663C82,7.png,0,NA,40,NA,test
40A9208348F74F44ABEDEC91BE663C82,63.png,0,NA,41,NA,test
40A9208348F74F44ABEDEC91BE663C82,63.png,1,NA,42,NA,test
40A9208348F74F44ABEDEC91BE663C82,35.png,1,NA,43,NA,test
40A9208348F74F44ABEDEC91BE663C82,35.png,0,NA,44,NA,test
40A9208348F74F44ABEDEC91BE663C82,84.png,0,NA,45,NA,test
40A9208348F74F44ABEDEC91BE663C82,84.png,0,NA,46,NA,test
40A9208348F74F44ABEDEC91BE663C82,77.png,1,NA,47,NA,test
40A9208348F74F44ABEDEC91BE663C82,77.png,0,NA,48,NA,test
4297AF3FDD3046A09816FC17FCEC1DD3,42.png,1,1,1,1,practice
4297AF3FDD3046A09816FC17FCEC1DD3,56.png,1,0,2,0,practice
4297AF3FDD3046A09816FC17FCEC1DD3,42.png,0,0,3,1,practice
4297AF3FDD3046A09816FC17FCEC1DD3,56.png,0,0,4,1,practice
4297AF3FDD3046A09816FC17FCEC1DD3,42.png,0,1,5,0,practice
4297AF3FDD3046A09816FC17FCEC1DD3,42.png,0,1,6,0,practice
4297AF3FDD3046A09816FC17FCEC1DD3,56.png,1,0,7,0,practice
4297AF3FDD3046A09816FC17FCEC1DD3,56.png,0,0,8,1,practice
4297AF3FDD3046A09816FC17FCEC1DD3,42.png,0,1,9,0,practice
4297AF3FDD3046A09816FC17FCEC1DD3,42.png,1,1,10,1,practice
4297AF3FDD3046A09816FC17FCEC1DD3,56.png,1,0,11,0,practice
4297AF3FDD3046A09816FC17FCEC1DD3,56.png,0,0,12,1,practice
4297AF3FDD3046A09816FC17FCEC1DD3,42.png,0,0,13,1,practice
4297AF3FDD3046A09816FC17FCEC1DD3,56.png,1,0,14,0,practice
4297AF3FDD3046A09816FC17FCEC1DD3,56.png,1,0,15,0,practice
4297AF3FDD3046A09816FC17FCEC1DD3,42.png,0,1,16,0,practice
4297AF3FDD3046A09816FC17FCEC1DD3,42.png,1,1,17,1,practice
4297AF3FDD3046A09816FC17FCEC1DD3,42.png,1,1,18,1,practice
4297AF3FDD3046A09816FC17FCEC1DD3,56.png,1,0,19,0,practice
4297AF3FDD3046A09816FC17FCEC1DD3,42.png,0,1,20,0,practice
4297AF3FDD3046A09816FC17FCEC1DD3,56.png,1,0,21,0,practice
4297AF3FDD3046A09816FC17FCEC1DD3,42.png,1,0,22,0,practice
4297AF3FDD3046A09816FC17FCEC1DD3,56.png,0,0,23,1,practice
4297AF3FDD3046A09816FC17FCEC1DD3,56.png,NA,0,24,NA,practice
4297AF3FDD3046A09816FC17FCEC1DD3,84.png,1,NA,25,NA,test
4297AF3FDD3046A09816FC17FCEC1DD3,84.png,1,NA,26,NA,test
4297AF3FDD3046A09816FC17FCEC1DD3,28.png,0,NA,27,NA,test
4297AF3FDD3046A09816FC17FCEC1DD3,28.png,0,NA,28,NA,test
4297AF3FDD3046A09816FC17FCEC1DD3,7.png,0,NA,29,NA,test
4297AF3FDD3046A09816FC17FCEC1DD3,7.png,0,NA,30,NA,test
4297AF3FDD3046A09816FC17FCEC1DD3,42.png,1,NA,31,NA,test
4297AF3FDD3046A09816FC17FCEC1DD3,42.png,1,NA,32,NA,test
4297AF3FDD3046A09816FC17FCEC1DD3,63.png,1,NA,33,NA,test
4297AF3FDD3046A09816FC17FCEC1DD3,63.png,1,NA,34,NA,test
4297AF3FDD3046A09816FC17FCEC1DD3,70.png,1,NA,35,NA,test
4297AF3FDD3046A09816FC17FCEC1DD3,70.png,1,NA,36,NA,test
4297AF3FDD3046A09816FC17FCEC1DD3,49.png,0,NA,37,NA,test
4297AF3FDD3046A09816FC17FCEC1DD3,49.png,0,NA,38,NA,test
4297AF3FDD3046A09816FC17FCEC1DD3,14.png,1,NA,39,NA,test
4297AF3FDD3046A09816FC17FCEC1DD3,14.png,1,NA,40,NA,test
4297AF3FDD3046A09816FC17FCEC1DD3,77.png,0,NA,41,NA,test
4297AF3FDD3046A09816FC17FCEC1DD3,77.png,0,NA,42,NA,test
4297AF3FDD3046A09816FC17FCEC1DD3,21.png,1,NA,43,NA,test
4297AF3FDD3046A09816FC17FCEC1DD3,21.png,1,NA,44,NA,test
4297AF3FDD3046A09816FC17FCEC1DD3,56.png,0,NA,45,NA,test
4297AF3FDD3046A09816FC17FCEC1DD3,56.png,0,NA,46,NA,test
4297AF3FDD3046A09816FC17FCEC1DD3,35.png,0,NA,47,NA,test
4297AF3FDD3046A09816FC17FCEC1DD3,35.png,0,NA,48,NA,test
42B13E3F9EFA45DE9AC2DC01AB10B145,56.png,0,0,1,1,practice
42B13E3F9EFA45DE9AC2DC01AB10B145,42.png,0,1,2,0,practice
42B13E3F9EFA45DE9AC2DC01AB10B145,56.png,1,0,3,0,practice
42B13E3F9EFA45DE9AC2DC01AB10B145,42.png,0,1,4,0,practice
42B13E3F9EFA45DE9AC2DC01AB10B145,42.png,1,0,5,0,practice
42B13E3F9EFA45DE9AC2DC01AB10B145,56.png,1,0,6,0,practice
42B13E3F9EFA45DE9AC2DC01AB10B145,56.png,0,0,7,1,practice
42B13E3F9EFA45DE9AC2DC01AB10B145,42.png,0,1,8,0,practice
42B13E3F9EFA45DE9AC2DC01AB10B145,56.png,NA,0,9,NA,practice
42B13E3F9EFA45DE9AC2DC01AB10B145,56.png,0,0,10,1,practice
42B13E3F9EFA45DE9AC2DC01AB10B145,42.png,0,1,11,0,practice
42B13E3F9EFA45DE9AC2DC01AB10B145,42.png,1,1,12,1,practice
42B13E3F9EFA45DE9AC2DC01AB10B145,56.png,1,0,13,0,practice
42B13E3F9EFA45DE9AC2DC01AB10B145,42.png,0,1,14,0,practice
42B13E3F9EFA45DE9AC2DC01AB10B145,42.png,0,0,15,1,practice
42B13E3F9EFA45DE9AC2DC01AB10B145,56.png,0,0,16,1,practice
42B13E3F9EFA45DE9AC2DC01AB10B145,42.png,1,1,17,1,practice
42B13E3F9EFA45DE9AC2DC01AB10B145,42.png,1,0,18,0,practice
42B13E3F9EFA45DE9AC2DC01AB10B145,56.png,1,0,19,0,practice
42B13E3F9EFA45DE9AC2DC01AB10B145,42.png,1,1,20,1,practice
42B13E3F9EFA45DE9AC2DC01AB10B145,56.png,0,0,21,1,practice
42B13E3F9EFA45DE9AC2DC01AB10B145,56.png,0,0,22,1,practice
42B13E3F9EFA45DE9AC2DC01AB10B145,42.png,0,1,23,0,practice
42B13E3F9EFA45DE9AC2DC01AB10B145,56.png,0,0,24,1,practice
42B13E3F9EFA45DE9AC2DC01AB10B145,42.png,1,NA,25,NA,test
42B13E3F9EFA45DE9AC2DC01AB10B145,42.png,1,NA,26,NA,test
42B13E3F9EFA45DE9AC2DC01AB10B145,77.png,0,NA,27,NA,test
42B13E3F9EFA45DE9AC2DC01AB10B145,77.png,0,NA,28,NA,test
42B13E3F9EFA45DE9AC2DC01AB10B145,63.png,0,NA,29,NA,test
42B13E3F9EFA45DE9AC2DC01AB10B145,63.png,1,NA,30,NA,test
42B13E3F9EFA45DE9AC2DC01AB10B145,28.png,0,NA,31,NA,test
42B13E3F9EFA45DE9AC2DC01AB10B145,28.png,0,NA,32,NA,test
