"","nHMM.1","nHMM.2","nHMM.3","nHMM.4"
"in.ctx","-0.0185202248394489","0.100646756822243","0.0408506072126329","-0.252239696448669"
"in.V1","-0.619134542530227","0.111992152272206","1.57673194914908","0.711502290475466"
"in.V2","-0.19516245576212","0.0368059288301987","0.646798989998557","1.60682177871435"
"in.V3","-0.63516286277504","0.0430626568075012","1.09298354067075","1.06942643634026"
"in.V4","-0.608363931181558","-0.319178660694808","1.1224587515134","1.18661578165266"
"in.V5","0.0345932600521518","0.873223670675388","-1.00528981892667","-0.597655560476315"
"in.V6","0.527216088586963","0.569252273393101","-0.980809403195803","-0.921724991930127"
"in.V7","0.772678646451762","1.10330608182316","-0.750973045856022","-0.87873667156862"
"in.V8","0.292699079615259","1.05645765775544","-0.901305812410383","-0.778856253114969"
"","","","",""
"out.1","-5.42415326018008","-7.33413379716893","13.6787236186371","13.5178241991045"
"out.2","14.6968026034765","19.5312872426596","-8.4808638937459","-8.00986441296668"
