"","nHMM.1","nHMM.2","nHMM.3","nHMM.4"
"in.ctx","0.0465767523273826","0.0061539919115603","-0.181133985286579","0.252324518747628"
"in.V1","0.554805732829029","0.522771574516574","-0.178004977584319","-0.47612796923299"
"in.V2","0.69057146002936","0.287147622391315","-0.244469129045306","-0.568875940879605"
"in.V3","0.389820534658073","0.996978277894718","-0.116348945170305","0.131108387794611"
"in.V4","0.307520054720164","0.759884806282613","-0.197164446697265","-0.262442711123933"
"in.V5","0.428644966548547","-0.580894343609819","0.761923255134252","-0.13579416215166"
"in.V6","0.396539327419339","-0.716663119510495","0.41949904116918","0.366474806862164"
"in.V7","0.520736205810922","-0.943018055184144","0.547497017872166","-0.0566005835955568"
"in.V8","0.488780953483153","-0.763072223445196","0.59211917709377","0.20442851540896"
"","","","",""
"out.1","-3.9302978041147","-16.7770528963961","25.83646451745","14.9171231172429"
"out.2","14.3175325124776","25.2539718154917","-16.7895952065316","-7.39693262656962"
