"","nHMM.1","nHMM.2","nHMM.3","nHMM.4"
"in.ctx","0.0078456171322614","-0.104680999647826","0.0485767314676195","-0.360682816011831"
"in.V1","-1.30998765695919","-0.855209306260933","-0.19717562754856","-0.50415950494433"
"in.V2","-1.28394945145562","-0.839646479056879","-0.3728201067632","-0.0766860610854069"
"in.V3","-0.438386392950587","-0.406198975654093","0.540631798681047","0.220226932864024"
"in.V4","-0.94401777886355","-0.698668243335232","0.0752942284211544","-0.146214668812302"
"in.V5","0.160957535358525","1.03058686340973","-0.291488861946662","-0.113550480950515"
"in.V6","0.931267198497059","0.387560092579162","-0.193396109984678","0.594312295281164"
"in.V7","1.47171843930182","0.666299107998653","0.42287289484786","0.323579934654756"
"in.V8","0.00370512727476315","0.972830630566205","-0.37109639484549","-0.30265674547533"
"","","","",""
"out.1","16.851076011424","14.2917306987359","-8.93139585774497","-0.877053932071889"
"out.2","-19.3105333888484","-5.71370447989117","31.3595087029613","15.4053398185811"
