"","nHMM.1","nHMM.2","nHMM.3","nHMM.4"
"in.ctx","-0.0185202248394489","0.100646756822243","0.0408506072126329","-0.252239696448669"
"in.V1","-0.220138870119122","0.850649083459927","-0.172562230400137","-0.454688249361382"
"in.V2","0.449031788272537","0.660931522464489","-0.452471228267392","-0.0746665155822603"
"in.V3","-0.252797390154153","0.796067595110104","-0.388708794505536","-0.349280613391762"
"in.V4","-0.190936608568671","0.515444880496185","-0.684861936042807","-0.564314870857135"
"in.V5","-0.659130817314148","0.0135118610069672","-0.119888473903117","1.04622464902914"
"in.V6","-0.613480150948949","-0.260451852708861","0.259055105965808","0.610701983920597"
"in.V7","-0.311566772961873","0.0166738882382503","0.877748155792941","0.464854274620929"
"in.V8","-0.572470332064635","0.0126074741751532","0.362214309916541","0.793624321963446"
"","","","",""
"out.1","-7.91252693555582","-13.669953464499","18.7177770148214","21.9027540420267"
"out.2","17.915894474728","27.2631413237295","-11.9477843042675","-13.8527540400746"
