"","nHMM.1","nHMM.2","nHMM.3","nHMM.4"
"in.ctx","0.0465767523273826","0.0061539919115603","-0.181133985286579","0.252324518747628"
"in.V1","-0.0719473166524403","-0.624073595131455","0.898654045256509","0.183803077235843"
"in.V2","-0.156204511128301","-0.879656303127007","1.1815024338386","0.276330139699045"
"in.V3","0.267586429619872","-0.448392666994978","1.02722669153021","0.830690931059673"
"in.V4","-0.203508729915653","-0.565140721164423","0.927473488069986","0.571598508704081"
"in.V5","0.799411639402891","0.713360065484547","-0.287483060462828","-0.585274596442401"
"in.V6","0.715292774393524","0.993650658474298","-0.622873745928442","-0.356564636693987"
"in.V7","0.741728395857173","0.64841173522904","-0.67942800965558","-0.638505263645234"
"in.V8","1.01451118439211","0.490915435334672","-0.457895580198693","-0.440839639026734"
"","","","",""
"out.1","-6.90096031988415","-7.20494053744673","19.3410368394703","12.0266321313917"
"out.2","16.0394307568022","15.4221832071783","-11.1999793401411","-4.734865946356"
